,UNITID,INSTNM_x,Percent of students over 23 at entry,WHITE,BLACK,ASIAN,HISPANIC,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,LN_MEDIAN_HH_INC,numberOfStudentsNotWorkingAndNotEnrolled10YearsAfterEntry,numberOfStudentsWorkingAndNotEnrolled10YearsAfterEntry,meanEarningsOfStudentsWorkingAndNotEnrolled10yearsAfterEntry,logOfMeanEarnings,Standard deviation of earnings of students working and not enrolled 10 years after entry,INSTNM_y,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,ADM_RATE,ADM_RATE_ALL,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
3683,228325,Southwestern Assemblies of God University,0.200000003,76.69000244,10.52000046,1.929999948,17.29000092,91.30000305,59789.49,9.479999542,3.519999981,10.94999981,97,657,36900,36.9,29000,Southwestern Assemblies of God University,Waxahachie,TX,75165,32.405477,-96.85315,0.2796,0.279643592,949,0,0,0,0,0.0146,0,0,0,0.0854,0,0,0.0042,0,0,0.0146,0.0479,0,0,0,0,0.0042,0.0146,0,0.5167,0,0,0.0729,0.0146,0.0458,0.0063,0,0,0,0,0.0396,0,0.1021,0.0167
3684,228343,Southwestern University,0.01,79.65000153,6.929999828,3.369999886,20.63999939,88.55999756,75446.44,7.139999866,2.910000086,11.15999985,41,327,57400,57.4,43600,Southwestern University,Georgetown,TX,78626,30.635194,-97.664637,0.4422,0.442184154,1168,0,0.0134,0,0.01,0.0669,0,0.0301,0,0.0468,0,0,0.0301,0,0,0.0669,0,0,0.1405,0.0201,0,0,0.0401,0.0268,0,0.0368,0,0.0702,0,0,0.1204,0,0,0,0,0.1003,0,0.1405,0.0401
3685,228431,Stephen F Austin State University,0.170000002,73.41999817,15.02000046,2.440000057,15.05000019,90.27999878,60702.32,10.01000023,3.599999905,10.93999958,391,3384,44600,44.6,31800,Stephen F Austin State University,Nacogdoches,TX,75961,31.58562,-94.58546,0.6157,0.615709014,1001,0.0213,0.031,0.0037,0,0.0283,0,0.0171,0,0,0,0,0.007,0.0547,0.0023,0.0255,0.0009,0,0.0199,0.0074,0,0.1288,0.0723,0.0023,0,0.0097,0,0.0375,0.0324,0.0241,0.0283,0,0,0,0,0.0732,0.1548,0.1993,0.0181
3686,228459,Texas State University,0.189999998,76.06999969,7.199999809,2.650000095,28.62000084,88.41000366,66830.13,8.699999809,3.25999999,11.03999996,737,6839,49200,49.2,35200,Texas State University,San Marcos,TX,78666,29.889202,-97.936392,0.7084,0.708415818,1038,0.0097,0.0132,0.0044,0.0002,0.0733,0.0019,0.0334,0,0,0.0161,0.0155,0.0116,0.0358,0,0.0503,0.0029,0,0.034,0.0081,0,0.0867,0.0698,0.0031,0,0.0048,0,0.0649,0.0554,0.0184,0.0622,0,0,0,0,0.0785,0.0548,0.1776,0.0135
3687,228468,Southwestern Adventist University,0.25,73.61000061,11.15999985,3.160000086,20.48999977,86.43000031,57388.77,9.859999657,3.880000114,10.90999985,53,325,42600,42.6,28900,Southwestern Adventist University,Keene,TX,76059,32.397136,-97.328511,0.4851,0.485094851,904,0,0,0,0,0.04,0,0.0133,0,0.08,0,0,0,0,0,0.02,0.1467,0,0.0533,0.0133,0,0,0.06,0.0133,0.0467,0,0,0.0933,0.0067,0,0.0067,0,0,0,0,0.0133,0.2933,0.0867,0.0133
3689,228501,Sul Ross State University,0.289999992,75.81999969,3.430000067,0.75999999,61.72999954,80.23999786,40704.93,20.60000038,5.480000019,10.56000042,150,1111,40600,40.6,29500,Sul Ross State University,Alpine,TX,79832,30.363418,-103.65007,0.7997,0.799650044,842,0.0352,0.0323,0,0,0,0,0.0029,0,0,0,0,0.0147,0,0,0.0381,0.0381,0,0.0762,0.0264,0,0.1994,0.0792,0,0,0.0205,0,0.085,0.176,0,0.0117,0,0,0,0,0.0088,0.0176,0.0968,0.0411
3690,228529,Tarleton State University,0.25999999,80.48999786,8.43999958,1.429999948,15.10000038,91.69999695,55170.11,9.06000042,3.539999962,10.86999989,365,2776,45500,45.5,29200,Tarleton State University,Stephenville,TX,76401-0000,32.215665,-98.22008,0.4967,0.496666667,959,0.1075,0.0173,0,0,0.0221,0,0.0215,0,0,0.006,0.0239,0.0018,0.0155,0,0.006,0.0185,0,0.0293,0.0072,0,0.1636,0.0764,0,0,0.0131,0,0.0669,0.0513,0.0257,0.0143,0,0,0,0,0.0161,0.1039,0.1875,0.0048
3697,228705,Texas A & M University-Kingsville,0.280000001,73.12000275,4.119999886,1.129999995,63.86000061,88.19999695,45266.24,19.01000023,4.679999828,10.67000008,312,2234,46300,46.3,35400,Texas A & M University-Kingsville,Kingsville,TX,78363,27.524852,-97.882342,0.8237,0.823665577,937,0.068,0.0345,0,0,0.0173,0,0.0051,0,0,0.1411,0.0406,0.0071,0.0162,0,0.0112,0,0,0.0599,0.0051,0,0.1228,0.0497,0,0,0.0203,0,0.0508,0,0.0203,0.0812,0,0,0,0,0.0203,0.1421,0.0741,0.0122
3698,228723,Texas A & M University-College Station,0.059999999,77.19000244,8.909999847,3.140000105,21.94000053,88.44000244,67194.13,9.359999657,3.349999905,11.02999973,864,8482,65600,65.6,50100,Texas A & M University-College Station,College Station,TX,77843-1248,30.613226,-96.340322,0.6664,0.666425797,1212,0.1007,0.0316,0.0113,0.0005,0.032,0,0.0224,0,0,0.1403,0.0267,0.004,0.0152,0,0.0179,0,0,0.0815,0.0091,0,0.0877,0.0469,0.0024,0,0.0218,0,0.0407,0.002,0,0.0637,0,0,0,0.0053,0.0019,0.0513,0.1663,0.0169
3699,228769,The University of Texas at Arlington,0.300000012,70,14.55000019,3.75,19.22999954,86.76999664,66876.51,8.239999771,3.279999971,11.06000042,731,6440,51700,51.7,37100,The University of Texas at Arlington,Arlington,TX,76013,32.728437,-97.115087,0.6636,0.66363552,1038,0,0.0003,0.0098,0,0.0347,0,0.0197,0,0.0025,0.0515,0.0008,0.0241,0,0,0.0144,0.055,0,0.0545,0.0057,0,0.0468,0.0264,0.0008,0,0.0087,0,0.0172,0.0267,0.0255,0.0252,0,0,0,0,0.0345,0.3846,0.1201,0.0105
3700,228778,The University of Texas at Austin,0.079999998,73.83999634,9.079999924,4.369999886,27.06999969,84.90000153,72284.1,9.010000229,3.25999999,11.10000038,808,8377,68600,68.6,59500,The University of Texas at Austin,Austin,TX,78712,30.286598,-97.73924,0.3924,0.392361766,1297,0,0.0008,0.0054,0.01,0.102,0.0018,0.0379,0.0001,0.0005,0.1036,0,0.0176,0.0391,0,0.0254,0.0138,0,0.0856,0.0239,0,0.042,0.0213,0.0086,0,0.025,0,0.0314,0.0001,0.0072,0.1007,0,0,0,0,0.0302,0.0521,0.1989,0.0151
3701,228787,The University of Texas at Dallas,0.330000013,73.41999817,10.19999981,5.900000095,17.45000076,83.83000183,79361.13,6.309999943,2.859999895,11.22999954,340,2595,59000,59,47500,The University of Texas at Dallas,Richardson,TX,75080-3021,32.989432,-96.748371,0.6148,0.61484382,1265,0,0,0,0.0038,0.0185,0,0.0844,0,0,0.1007,0,0.0144,0,0,0,0.0003,0,0.1487,0.0074,0,0.0381,0,0,0,0.024,0,0.0726,0,0.016,0.0739,0,0,0,0,0.0534,0.0563,0.2789,0.0086
3702,228796,The University of Texas at El Paso,0.270000011,73.37000275,3.450000048,1.129999995,75.30000305,72.12999725,46777.52,19.01000023,5.019999981,10.69999981,576,4574,42200,42.2,32100,The University of Texas at El Paso,El Paso,TX,79968-0691,31.771697,-106.50356,0.9999,0.999859826,933,0,0.004,0,0.0021,0.0451,0,0.0156,0,0.0579,0.0877,0,0.0092,0,0,0.023,0,0,0.0815,0.0101,0,0.0855,0.0463,0.0012,0,0.0162,0,0.0497,0.0696,0.012,0.0208,0,0,0,0,0.0334,0.1398,0.1757,0.0135
3703,228802,The University of Texas at Tyler,0.330000013,78.31999969,13.88000011,1.200000048,9.93999958,93.48000336,53622.93,10.10999966,3.539999962,10.85000038,239,1627,49100,49.1,37700,The University of Texas at Tyler,Tyler,TX,75799-6699,32.314724,-95.249096,0.6447,0.64465154,1059,0,0,0,0,0.0224,0,0.0163,0,0,0.0688,0.0267,0.0086,0,0,0.0318,0,0,0.0344,0.0077,0,0.1015,0.08,0,0,0.0077,0,0.0619,0.0396,0,0.0232,0,0,0,0,0.0206,0.2098,0.2115,0.0275
3705,228875,Texas Christian University,0.090000004,79.23000336,8.399999619,3.369999886,15.18999958,89.23000336,76266.48,6.46999979,2.839999914,11.17000008,197,1774,57600,57.6,45300,Texas Christian University,Fort Worth,TX,76129,32.709568,-97.361537,0.4328,0.43282853,1220,0.0137,0.0062,0,0,0.1549,0,0.0095,0,0.0436,0.0194,0,0.0062,0,0,0.0204,0.0313,0,0.0422,0.0095,0,0.0038,0.0052,0.0081,0.0005,0.0166,0,0.0488,0.018,0.0133,0.091,0,0,0,0,0.0564,0.145,0.2297,0.0071
3708,228981,Texas Lutheran University,0.050000001,76.31999969,7.880000114,2.269999981,28.78000069,89.91999817,65468.32,8.369999886,3.220000029,11.03999996,54,575,49600,49.6,37300,Texas Lutheran University,Seguin,TX,78155-5999,29.573274,-97.984601,0.5072,0.507246377,1006,0,0,0,0,0.0236,0,0.0135,0,0.1182,0,0,0.0135,0,0,0.0304,0,0,0.0878,0.0236,0,0.0068,0.1554,0.0068,0.0236,0.0338,0,0.1047,0,0,0.0574,0,0,0,0.0034,0.0777,0.0101,0.1993,0.0101
3709,229018,The University of Texas of the Permian Basin,0.409999996,76.09999847,5.309999943,0.920000017,37.22999954,89.65000153,47475.29,14.21000004,4.079999924,10.73999977,155,1050,51000,51,36600,The University of Texas of the Permian Basin,Odessa,TX,79762-0001,31.889509,-102.329634,0.8449,0.844887348,965,0,0,0,0,0.0345,0,0.0259,0,0,0.0546,0.0187,0.0187,0.0517,0,0.023,0.0201,0,0.0359,0.0101,0,0.0977,0.0675,0,0,0.0187,0,0.1078,0.0101,0.0129,0.0848,0,0,0,0,0.0144,0.023,0.2414,0.0287
3710,229027,The University of Texas at San Antonio,0.219999999,74.06999969,6.679999828,2.49000001,42.08000183,86.54000092,63798.29,10.67000008,3.380000114,10.98999977,878,7650,47900,47.9,32100,The University of Texas at San Antonio,San Antonio,TX,78249-1644,29.582418,-98.621386,0.7795,0.779511015,1043,0,0.0053,0.0216,0.0032,0.0457,0,0.0226,0,0.0686,0.0673,0,0.009,0,0,0.0314,0.0372,0,0.0681,0.0126,0,0.0019,0.0628,0.003,0,0.0152,0,0.0777,0.0538,0.0062,0.0491,0.0126,0,0,0,0.0258,0.0316,0.2488,0.0188
3712,229063,Texas Southern University,0.189999998,42.20000076,38.86999893,4.800000191,24.32999992,82.12000275,53781.71,15.22999954,5.039999962,10.81999969,608,3987,36200,36.2,31600,Texas Southern University,Houston,TX,77004,29.722468,-95.361961,0.509,0.509011157,817,0,0,0,0,0.0831,0,0.0183,0,0,0,0.0755,0.0054,0.014,0,0.0237,0.0841,0,0.069,0.0065,0,0.0173,0.0291,0,0,0.0194,0,0.0324,0.0593,0.0367,0.028,0,0,0,0.0183,0.0129,0.1327,0.2298,0.0043
3713,229115,Texas Tech University,0.079999998,79.70999908,6.099999905,2.49000001,21.40999985,90.88999939,65284.89,8.600000381,3.029999971,11,671,6650,58500,58.5,47100,Texas Tech University,Lubbock,TX,79409-5005,33.580309,-101.876917,0.6306,0.630595393,1134,0.0611,0.0106,0.0297,0.0002,0.0643,0,0.0214,0,0,0.1176,0.0009,0.0085,0.079,0,0.0249,0.0284,0,0.0412,0.0091,0,0.0801,0.055,0.0024,0,0.013,0,0.0422,0,0.0071,0.0485,0,0,0,0,0.0338,0.0074,0.1957,0.0178
3714,229160,Texas Wesleyan University,0.379999995,70.58999634,14.35000038,2.670000076,20.5,87.55999756,62890.39,9.220000267,3.369999886,11,75,582,44200,44.2,29700,Texas Wesleyan University,Fort Worth,TX,76105-1536,32.733314,-97.279631,0.4595,0.459503592,1003,0,0,0,0,0.0496,0,0.0191,0,0.0763,0,0,0.0115,0,0.0534,0.0382,0,0,0.042,0.0038,0,0.1565,0.042,0.0229,0,0,0,0.0878,0.0611,0,0.042,0,0,0,0,0.0458,0.0229,0.1908,0.0344
3715,229179,Texas Woman's University,0.379999995,71.45999908,13.31000042,3.859999895,19.20000076,86.36000061,69739.2,8.199999809,3.279999971,11.09000015,277,2143,48600,48.6,42800,Texas Woman's University,Denton,TX,76204,33.227002,-97.129088,0.8592,0.859178541,941,0,0,0,0,0,0,0.0048,0.0024,0,0,0,0,0.0616,0.0175,0.0136,0.1431,0,0.0417,0.0136,0,0.1062,0.0592,0,0,0.0019,0,0.0378,0.0301,0.0306,0.0092,0,0,0,0,0.0485,0.2798,0.0931,0.0053
3716,229267,Trinity University,0.02,79.33999634,6.619999886,3.75,20.68000031,87.80000305,78650.29,6.75,2.859999895,11.19999981,41,520,62800,62.8,42900,Trinity University,San Antonio,TX,78212-7200,29.46286,-98.482577,0.4803,0.480316376,1294,0,0.0115,0,0.021,0.0612,0,0.0325,0,0,0.0574,0,0.0363,0,0,0.0516,0,0,0.1491,0.0115,0,0,0,0.0153,0,0.0402,0,0.0382,0,0,0.1262,0,0,0,0,0.0459,0,0.2639,0.0382
3726,229780,Wayland Baptist University,0.629999995,72.98000336,6.900000095,2.430000067,29.71999931,91.30999756,52818.65,10.96000004,3.440000057,10.82999992,166,1172,44800,44.8,30800,Wayland Baptist University,Plainview,TX,79072,34.186673,-101.729564,0.9871,0.987084871,911,0,0.0007,0,0,0.0007,0,0,0,0.047,0,0,0.0007,0,0,0.0007,0.3507,0,0.0052,0.0045,0,0,0.006,0.0239,0.0045,0.0007,0,0.006,0.0769,0.0634,0.0007,0,0,0,0,0.0082,0.0679,0.3284,0.003
3728,229814,West Texas A & M University,0.300000012,80.11000061,4.630000114,1.360000014,22.94000053,92.16999817,51385.91,10.52999973,3.380000114,10.81000042,266,2049,44100,44.1,27900,West Texas A & M University,Canyon,TX,79016-0001,34.981996,-101.9158,0.6689,0.66888609,971,0.0956,0.0056,0,0,0.0401,0,0.007,0,0,0.0309,0.0049,0.0056,0,0,0.0183,0.1012,0,0.0401,0.0077,0,0.1279,0.0443,0,0,0.0218,0,0.0267,0.0197,0.059,0.0197,0,0,0,0,0.0548,0.1167,0.1434,0.0091
3734,230038,Brigham Young University-Provo,0.119999997,87.22000122,2.049999952,2.589999914,9.430000305,90.80999756,64914.81,8.039999962,3.349999905,11.02999973,2378,6671,69100,69.1,63100,Brigham Young University-Provo,Provo,UT,84602,40.250851,-111.649281,0.4805,0.48048744,1290,0.0126,0,0,0.012,0.0498,0.0034,0.0341,0,0.0828,0.0751,0,0.0464,0.0504,0,0.0313,0.0026,0,0.1204,0.0155,0,0.0038,0.0384,0.0046,0,0.0157,0,0.0387,0,0,0.0763,0,0,0,0,0.0591,0.0863,0.1222,0.0186
3735,230047,Brigham Young University-Hawaii,0.219999999,58.45999908,1.809999943,9.729999542,8.56000042,84.91999817,69190.39,8.659999847,3.660000086,11.10999966,170,466,48300,48.3,39400,Brigham Young University-Hawaii,Laie,HI,96762-1294,21.641172,-157.925358,0.3562,0.35622168,1098,0,0,0,0.0081,0,0,0.0427,0,0.1455,0,0,0,0,0,0.0092,0.1894,0,0.0473,0.0035,0,0.067,0.0427,0,0,0,0,0.0427,0,0.0485,0.0416,0,0,0,0,0.0577,0,0.2506,0.0035
3750,230603,Southern Utah University,0.219999999,90.80999756,0.819999993,1.139999986,6.25,94.77999878,55546.63,9.119999886,3.420000076,10.89000034,436,1687,43300,43.3,39400,Southern Utah University,Cedar City,UT,84720,37.674617,-113.070146,0.7214,0.721354477,1078,0.0209,0,0,0,0.037,0,0.0249,0,0.1376,0.0088,0.0201,0.0097,0.0354,0.0008,0.0177,0.2309,0,0.0378,0.0105,0,0.0105,0.0209,0.0016,0,0.0209,0,0.0434,0.033,0,0.0491,0.0056,0,0,0.0008,0.0571,0.0515,0.103,0.0105
3754,230728,Utah State University,0.289999992,90.55999756,0.850000024,1.669999957,6.960000038,93.56999969,60534.36,7.389999866,3.569999933,10.97999954,1247,4560,48600,48.6,40700,Utah State University,Logan,UT,84322-1400,41.740748,-111.81391,0.9667,0.9667038,1084,0.0336,0.007,0.0049,0.0047,0.0121,0,0.0225,0.001,0.1065,0.049,0.0004,0.0072,0.0408,0.0027,0.0268,0.2505,0,0.0229,0.0051,0,0.0307,0.0049,0.002,0,0.0098,0,0.0244,0.0041,0.0184,0.0793,0,0.0037,0.0018,0.0037,0.0313,0.0895,0.092,0.0066
3757,230764,University of Utah,0.379999995,88.40000153,1.24000001,2.329999924,9.119999886,90.70999908,69474.52,6.059999943,3.170000076,11.10999966,1030,5546,61300,61.3,56300,University of Utah,Salt Lake City,UT,84112-9008,40.762484,-111.846044,0.8143,0.814276327,1130,0,0.0105,0.0093,0.0082,0.0789,0,0.0297,0,0.0189,0.0814,0,0.0257,0.0456,0,0.0234,0.0004,0,0.0334,0.0177,0,0.0265,0.0604,0.0065,0,0.0292,0,0.0656,0,0.0154,0.1369,0,0,0,0,0.0536,0.0795,0.1298,0.0135
3759,230807,Westminster College,0.330000013,88.38999939,1.269999981,2.329999924,9.319999695,90.83999634,70649.66,5.769999981,3.150000095,11.11999989,102,731,53900,53.9,35400,Westminster College,Salt Lake City,UT,84105,40.731495,-111.855553,0.9595,0.95952024,1124,0,0.0368,0,0.0035,0.0333,0,0.0193,0,0.0315,0,0,0,0,0,0.042,0,0,0.0578,0.035,0,0,0.0018,0.0035,0,0.028,0,0.0753,0.0105,0,0.0771,0,0,0,0.0315,0.0473,0.2137,0.2399,0.0123
3761,230834,Castleton University,0.109999999,95.95999908,1.059999943,1,1.580000043,95.30999756,61392.97,5.96999979,2.859999895,10.97999954,72,853,37600,37.6,21800,Castleton University,Castleton,VT,5735,43.607982,-73.181486,0.9677,0.967726397,959,0,0.0023,0,0.0046,0.0671,0,0,0,0.0301,0,0,0.0093,0,0,0.0093,0.0231,0,0.0301,0.0324,0,0.0255,0.0741,0,0,0.0093,0,0.0532,0.0324,0.0509,0.0347,0,0,0,0,0.037,0.2662,0.1644,0.044
3762,230852,Champlain College,0.189999998,93.37000275,2.25999999,1.779999971,2.440000057,93.26999664,72226.81,4.940000057,2.769999981,11.14000034,66,817,47200,47.2,36500,Champlain College,Burlington,VT,5401,44.47295,-73.204354,0.6617,0.661714695,1156,0,0.012,0,0,0.0783,0,0.1401,0,0.0437,0,0,0,0,0.0105,0.0316,0.0331,0,0,0,0,0,0,0,0,0,0,0.0361,0.1325,0.009,0,0,0,0,0,0.137,0.0407,0.2952,0
3766,230913,Johnson State College,0.349999994,96.12000275,0.810000002,0.970000029,1.25,94.93000031,60809.44,6.050000191,2.75999999,10.97999954,92,657,33900,33.9,22700,Johnson State College,Johnson,VT,05656-9464,44.641736,-72.671154,0.9518,0.951764706,975,0,0.0217,0,0,0.0124,0.0093,0,0,0.0495,0,0,0,0,0,0.0341,0.2601,0,0.0248,0.0031,0,0,0.0341,0,0,0,0,0.195,0,0,0.031,0,0,0,0,0.0929,0.0619,0.1455,0.0248
3767,230931,Lyndon State College,0.090000004,95.47000122,1.429999948,0.819999993,1.529999971,94.77999878,58494.41,6.900000095,3.160000086,10.93000031,71,610,35700,35.7,22500,Lyndon State College,Lyndonville,VT,05851-0919,44.53433,-72.024563,0.9847,0.984745763,937,0,0.0072,0,0,0.0288,0.0647,0.0144,0,0.0288,0,0,0,0,0,0.0036,0.0396,0,0,0.0036,0,0.0288,0.1547,0,0,0.0755,0,0.054,0.0324,0.0612,0.036,0,0,0,0,0.2014,0.0288,0.1367,0
3769,230959,Middlebury College,0.25999999,81.84999847,7.329999924,4.28000021,8.5,86.83999634,77169.17,6.599999905,3.160000086,11.18000031,51,486,72400,72.4,75200,Middlebury College,Middlebury,VT,5753,44.009117,-73.176068,0.1744,0.174446069,1383,0,0.0788,0.0131,0.0876,0,0,0.0277,0,0,0,0,0.0628,0,0,0.0628,0.0058,0,0.1139,0.019,0,0.0015,0,0.0131,0,0.0496,0,0.0569,0,0,0.3226,0,0,0,0,0.0496,0,0,0.035
3776,231086,Southern Vermont College,0.25,93.90000153,2.50999999,1.129999995,2.410000086,95.08999634,60680.57,6.789999962,3.210000038,10.97000027,28,203,38600,38.6,22900,Southern Vermont College,Bennington,VT,05201-6002,42.867031,-73.21866,0.6313,0.631262525,894,0,0,0,0,0.0549,0,0,0,0,0,0,0,0,0,0.033,0.011,0,0.033,0,0,0,0,0,0,0,0,0.1538,0.1209,0,0.044,0,0,0,0,0,0.3077,0.2418,0
3780,231174,University of Vermont,0.090000004,91.52999878,2.980000019,2.289999962,3.579999924,91.68000031,74257.05,5.409999847,2.789999962,11.14999962,229,2548,53500,53.5,45500,University of Vermont,Burlington,VT,05405-0160,44.479262,-73.198128,0.7085,0.708514679,1211,0.0368,0.0902,0,0.0043,0.0282,0,0.0179,0,0.0585,0.0774,0,0.0184,0.0056,0,0.0355,0.0017,0,0.0962,0.0145,0,0.038,0.0201,0.0068,0,0.0098,0,0.0534,0,0.0162,0.1175,0,0,0,0,0.0342,0.0897,0.103,0.0261
3783,231420,Averett University,0.5,70.09999847,25.32999992,1.49000001,3.839999914,94.19999695,58009.31,8.43999958,3.130000114,10.92000008,80,854,48400,48.4,43000,Averett University,Danville,VA,24541,36.577273,-79.413214,0.6127,0.605386417,913,0.0347,0.0289,0,0,0.0347,0,0.0347,0,0.0925,0,0,0,0,0,0.0347,0.0116,0,0,0,0,0.0173,0.104,0,0,0,0,0.0231,0.1445,0,0.0636,0,0,0,0.0462,0.0347,0.1561,0.1329,0.0058
3785,231554,Bluefield College,0.589999974,81.97000122,14.80000019,1.100000024,1.950000048,96.51000214,55033.82,8.449999809,2.960000038,10.85999966,43,466,45700,45.7,29700,Bluefield College,Bluefield,VA,24605,37.245681,-81.244879,0.9327,0.932735426,923,0,0,0,0,0,0.009,0,0,0.0181,0,0,0,0,0,0.0045,0,0,0.0226,0,0,0.0498,0.0814,0.0045,0,0,0,0.0498,0.1267,0.2262,0,0,0,0,0,0.0226,0.1131,0.2624,0.009
3786,231581,Bridgewater College,0.01,86.52999878,9.119999886,1.669999957,3.119999886,94.38999939,65460.25,5.809999943,2.380000114,11.03999996,43,587,43100,43.1,24300,Bridgewater College,Bridgewater,VA,22812-1599,38.378391,-78.969011,0.4927,0.492695144,1034,0,0.0259,0,0,0.049,0,0.0173,0,0,0,0,0.0086,0.0576,0,0.0346,0.0346,0,0.1326,0.0086,0,0,0.1383,0,0,0.0605,0,0.0663,0,0,0.0519,0,0,0,0,0.0375,0.0231,0.1988,0.0548
3787,231624,College of William and Mary,0.050000001,78.41000366,13.32999992,4.21999979,4.75,89.56999969,83534.79,4.800000191,2.609999895,11.27000046,86,1007,68700,68.7,59500,College of William and Mary,Williamsburg,VA,23187-8795,37.271997,-76.709417,0.3446,0.344636169,1353,0,0,0,0.027,0,0,0.0258,0,0,0,0,0.0196,0,0,0.0614,0,0,0.1246,0.0239,0,0.0399,0.0577,0.0166,0,0.0626,0,0.0706,0,0.019,0.2492,0,0,0,0,0.0221,0,0.1234,0.0565
3788,231651,Regent University,0.790000021,68.16000366,23.29000092,3.279999971,5.650000095,91.47000122,64029.38,7.789999962,3.329999924,11.02000046,PrivacySuppressed,148,45700,45.7,30000,Regent University,Virginia Beach,VA,23464,36.800929,-76.192844,0.8411,0.84108299,1051,0,0,0,0,0.1527,0.0305,0.0305,0,0.0448,0,0,0,0,0,0.0978,0.0143,0,0,0.0061,0,0.0081,0,0.0183,0.1385,0,0,0.1568,0.0489,0.0285,0,0,0,0,0,0.0204,0,0.1792,0.0244
3791,231712,Christopher Newport University,0.029999999,75.15000153,17.03000069,3.829999924,4.03000021,90.72000122,79798.8,4.909999847,2.349999905,11.22999954,121,1253,47100,47.1,26900,Christopher Newport University,Newport News,VA,23606-3072,37.059919,-76.488408,0.601,0.601004616,1155,0,0,0,0,0.1117,0,0.0616,0,0,0.0079,0,0.0211,0,0,0.0554,0,0,0.1469,0.022,0,0.0211,0,0.0106,0,0.015,0,0.1522,0,0.0158,0.1346,0,0,0,0,0.0484,0,0.1196,0.0563
3800,232025,Emory & Henry College,0.050000001,89.04000092,7.650000095,1.210000038,2.099999905,96.27999878,53554.3,8.550000191,2.809999943,10.82999992,39,344,43700,43.7,27600,Emory & Henry College,Emory,VA,24327-0947,36.772543,-81.831737,0.7637,0.763736264,980,0.0091,0.0183,0,0.0091,0.0457,0,0,0,0.105,0,0,0.0137,0,0,0.0228,0.0183,0,0.0822,0.0228,0,0.0046,0.0731,0.0046,0,0.032,0,0.0822,0,0.0091,0.137,0,0,0,0,0.0959,0.0457,0.1324,0.0365
3801,232043,Eastern Mennonite University,0.200000003,88.41000366,6.559999943,1.50999999,4.670000076,94.08999634,59648.45,6.489999771,2.619999886,10.96000004,48,467,43900,43.9,33300,Eastern Mennonite University,Harrisonburg,VA,22802-2462,38.478611,-78.876077,0.6171,0.617149758,1009,0,0.0222,0,0,0.0194,0,0.0194,0,0.0111,0,0,0.0083,0,0,0.025,0.0833,0,0.0417,0.0111,0,0.0306,0.0139,0.0056,0.0556,0,0,0.0333,0,0.0389,0.0139,0,0,0,0,0.0417,0.3611,0.15,0.0139
3803,232089,Ferrum College,0.090000004,78.55999756,16.54999924,1.840000033,3.450000048,94.05999756,59937.19,7.460000038,2.75999999,10.94999981,43,538,39000,39,23600,Ferrum College,Ferrum,VA,24088-9000,36.926648,-80.020864,0.7295,0.729470199,881,0.0161,0.0685,0,0,0,0,0.0524,0,0.0847,0,0,0,0,0,0.0242,0.0524,0,0.0524,0.004,0,0.0081,0.0242,0.0081,0,0.0161,0,0.0685,0.1169,0.0766,0.0403,0,0,0,0,0.0605,0.1089,0.0968,0.0202
3804,232186,George Mason University,0.219999999,72.11000061,12.53999996,8.050000191,9.100000381,81.01000214,95275.15,4.010000229,2.190000057,11.42000008,501,4079,61900,61.9,38000,George Mason University,Fairfax,VA,22030-4444,38.83088,-77.30794,0.6887,0.688685683,1153,0,0.0048,0,0.0024,0,0.0084,0.0741,0,0.022,0.0378,0,0.0064,0,0,0.0767,0.0396,0,0.0653,0.0084,0,0.0134,0.0008,0.0012,0,0.0202,0,0.0757,0.0643,0.0188,0.1261,0,0,0,0,0.052,0.0889,0.1747,0.018
3806,232256,Hampden-Sydney College,0.01,78.11000061,16.45000076,2.309999943,3.25999999,93.48999786,68823.49,6.25,2.559999943,11.09000015,PrivacySuppressed,289,54000,54,34800,Hampden-Sydney College,Hampden-Sydney,VA,23943-0128,37.242482,-78.461371,0.5479,0.547922889,1112,0,0,0,0,0,0,0.0094,0,0,0,0,0.0235,0,0,0.0469,0,0,0.1127,0.0188,0,0,0,0.0282,0,0.061,0,0.0704,0,0,0.3333,0,0,0,0,0.0094,0,0.1643,0.1221
3807,232265,Hampton University,0.119999997,50.79000092,38.27999878,3.869999886,8.43999958,86.63999939,65714.12,9.569999695,4.010000229,11.02999973,156,1625,46900,46.9,31200,Hampton University,Hampton,VA,23668-0099,37.0199,-76.331108,0.6905,0.690485475,1020,0,0,0,0,0.1407,0,0.021,0,0.012,0.0195,0,0,0,0.0075,0.024,0.0225,0,0.0898,0.015,0,0,0.0524,0.003,0,0.0045,0,0.1198,0.0299,0.024,0.0494,0,0,0,0.0225,0.0344,0.0913,0.2066,0.0105
